score,decision,prep,n_obs,source_dataset,source_food_id,description,reasons
0.65,keep,other,19,sr28,11730,"Beans, snap, yellow, frozen, all styles, unprepared",
0.65,keep,other,22,sr28,20647,Millet flour,
0.65,keep,other,17,sr28,11272,"Mustard greens, frozen, unprepared",
0.65,keep,other,14,fdc_sr_legacy,174921,"Bread, reduced-calorie, wheat",
0.65,keep,other,15,fdc_sr_legacy,168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",
0.65,keep,other,2,fdc_sr_legacy,171945,"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",
0.65,keep,other,23,fdc_sr_legacy,170556,"Seeds, pumpkin and squash seed kernels, dried",
0.65,keep,other,21,sr28,20629,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",
0.65,keep,other,18,fdc_foundation,2512379,"Millet, whole grain",
0.65,keep,other,7,sr28,18059,"Bread, rice bran",
0.65,keep,other,18,fdc_sr_legacy,172689,"Bread, whole-wheat, commercially prepared, toasted",
0.65,keep,other,21,fdc_sr_legacy,168938,"Wheat flour, white (industrial), 10% protein, unbleached, enriched",
0.65,keep,other,13,fdc_sr_legacy,167627,"Mush, blue corn with ash (Navajo)",
0.65,keep,other,11,fdc_foundation,747432,"Beans, Dry, Flor de Mayo (0% moisture)",
0.65,keep,other,21,fdc_sr_legacy,168964,"Rice mix, white and wild, flavored, unprepared",
0.65,keep,other,18,fdc_foundation,1750353,"Spinach, mature",
0.65,keep,other,23,sr28,20135,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",
0.65,keep,other,18,fdc_foundation,2346397,"Oats, whole grain, steel cut",
0.65,keep,other,26,fdc_sr_legacy,168959,"Spanish rice mix, dry mix, unprepared",
0.65,keep,other,19,sr28,35239,"Tortilla, blue corn, Sakwavikaviki (Hopi)",
0.65,keep,other,21,fdc_sr_legacy,172017,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",
0.65,keep,other,11,fdc_foundation,335695,"Beans, Dry, Pinto (0% moisture)",
0.65,keep,other,14,fdc_sr_legacy,168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",
0.65,keep,other,2,fdc_sr_legacy,168936,"Wheat flour, white, all-purpose, enriched, unbleached",
0.65,keep,other,20,fdc_sr_legacy,172025,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",
0.65,keep,other,22,fdc_sr_legacy,172687,"Bread, wheat, toasted",
0.65,keep,other,11,fdc_foundation,747444,"Beans, Dry, Black (0% moisture)",
0.65,keep,other,11,sr28,20314,"Corn grain, white",
0.65,keep,other,20,sr28,11937,"Pickles, cucumber, dill or kosher dill",
0.65,keep,other,7,sr28,19351,"Syrups, corn, high-fructose",
0.65,keep,other,28,fdc_foundation,2003601,"Mushroom, crimini",
0.65,keep,other,17,sr28,11235,"Kale, frozen, unprepared",
0.65,keep,other,3,sr28,18037,"Bread, oat bran",
0.65,keep,other,15,sr28,20073,"Wheat, soft red winter",
0.65,keep,other,18,fdc_sr_legacy,169830,"Bread, blue corn, somiviki (Hopi)",
0.65,keep,other,10,fdc_foundation,335425,"Beans, Dry, Brown (0% moisture)",
0.65,keep,other,17,fdc_foundation,1104812,"Flour, rice, brown",
0.65,keep,other,11,fdc_foundation,747439,"Beans, Dry, Pink (0% moisture)",
0.65,keep,other,15,sr28,28369,"SCHAR, Gluten-Free, Wheat-Free, Classic White Bread",
0.65,keep,other,15,sr28,20004,"Barley, hulled",
0.65,keep,other,17,sr28,11180,"Corn, sweet, yellow, frozen, kernels on cob, unprepared",
0.65,keep,other,22,sr28,20634,"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",
0.65,keep,other,23,sr28,11910,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",
0.65,keep,other,11,fdc_foundation,747436,"Beans, Dry, Carioca (0% moisture)",
0.65,keep,other,12,fdc_foundation,2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",
0.65,keep,other,18,sr28,18076,"Bread, whole-wheat, commercially prepared, toasted",
0.65,keep,other,11,fdc_foundation,747441,"Beans, Dry, Navy (0% moisture)",
0.65,keep,other,27,fdc_foundation,2003600,"Mushroom, enoki",
0.65,keep,other,26,fdc_sr_legacy,172688,"Bread, whole-wheat, commercially prepared",
0.65,keep,other,20,fdc_sr_legacy,169696,"Corn flour, masa, unenriched, white",
0.65,keep,other,14,sr28,18106,"Coffeecake, fruit",
0.65,keep,other,18,fdc_foundation,789890,"Flour, wheat, all-purpose, enriched, bleached",
0.65,keep,other,24,fdc_sr_legacy,169031,"ON THE BORDER, Mexican rice",
0.65,keep,other,1,fdc_sr_legacy,168836,"Syrups, corn, dark",
0.65,keep,other,11,sr28,20038,Oats,
0.65,keep,other,5,fdc_sr_legacy,171944,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",
0.65,keep,other,21,sr28,20628,"Wheat flour, white (industrial), 10% protein, bleached, enriched",
0.65,keep,other,19,fdc_foundation,2512372,"Flour, quinoa",
0.65,keep,other,22,sr28,18363,"Tortillas, ready-to-bake or -fry, corn",
0.65,keep,other,14,sr28,20129,"Wheat flours, bread, unenriched",
0.65,keep,other,16,sr28,9531,"Fruit juice smoothie, NAKED JUICE, strawberry banana",
0.65,keep,other,18,sr28,11501,"Succotash, (corn and limas), frozen, unprepared",
0.65,keep,other,18,sr28,35240,"Bread, blue corn, somiviki (Hopi)",
0.65,keep,other,17,sr28,9516,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",
0.65,keep,other,11,fdc_foundation,335785,"Beans, Dry, Light Tan (0% moisture)",
0.65,keep,other,24,fdc_sr_legacy,168952,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",
0.65,keep,other,10,fdc_foundation,335777,"Beans, Dry, Medium Red (0% moisture)",
0.65,keep,other,19,sr28,18967,"Bread, white wheat",
0.65,keep,other,16,fdc_foundation,2758997,"Tortilla, corn, shelf stable",
0.65,keep,other,11,fdc_foundation,335306,"Beans, Dry, Pink (0% moisture)",
0.65,keep,other,17,fdc_foundation,1750344,"Mushroom, lion's mane",
0.65,keep,other,2,fdc_sr_legacy,169723,"Wheat flour, white, cake, enriched",
0.65,keep,other,14,fdc_sr_legacy,167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",
0.65,keep,other,28,fdc_foundation,1999626,"Mushroom, lion's mane",
0.65,keep,other,18,sr28,11516,"Sweet potato, frozen, unprepared",
0.65,keep,other,12,fdc_sr_legacy,167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",
0.65,keep,other,14,sr28,18055,"Bread, reduced-calorie, wheat",
0.65,keep,other,19,sr28,18025,"Bread, cracked-wheat",
0.65,keep,other,25,sr28,12220,"Seeds, flaxseed",
0.65,keep,other,18,sr28,9017,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",
0.65,keep,other,23,sr28,12014,"Seeds, pumpkin and squash seed kernels, dried",
0.65,keep,other,19,fdc_sr_legacy,167532,"Bread, white wheat",
0.65,keep,other,1,fdc_sr_legacy,168924,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",
0.65,keep,other,16,sr28,4628,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",
0.65,keep,other,12,sr28,9508,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",
0.65,keep,other,15,fdc_sr_legacy,173587,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",
0.65,keep,other,16,fdc_foundation,2758994,"Bread, 100% whole wheat, commercial",
0.65,keep,other,27,sr28,22969,"Chili with beans, microwavable bowls",
0.65,keep,other,17,sr28,18449,"Tortillas, ready-to-bake or -fry, corn, without added salt",
0.65,keep,other,24,fdc_sr_legacy,169287,"Spinach, frozen, chopped or leaf, unprepared (Includes foods for USDA's Food Distribution Program)",
0.65,keep,other,18,sr28,20132,"Oat flour, partially debranned",
0.65,keep,other,15,fdc_sr_legacy,169767,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",
0.65,keep,other,11,fdc_foundation,747445,"Beans, Dry, Pinto (0% moisture)",
0.65,keep,other,16,sr28,20481,"Wheat flour, white, all-purpose, unenriched",
0.65,keep,other,17,sr28,11913,"Corn, sweet, white, frozen, kernels on cob, unprepared",
0.65,keep,other,19,sr28,20017,"Corn flour, masa, enriched, white",
0.65,keep,other,22,sr28,20646,"Wheat flour, white (industrial), 15% protein, bleached, unenriched",
0.65,keep,other,23,fdc_sr_legacy,168915,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",
0.65,keep,other,22,fdc_sr_legacy,168939,"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",
0.65,keep,other,17,sr28,20084,"Wheat flour, white, cake, enriched",
0.65,keep,other,14,fdc_sr_legacy,168197,"Juice, apple and grape blend, with added ascorbic acid",
0.65,keep,other,21,fdc_sr_legacy,169962,"Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)",
0.65,keep,other,16,sr28,20075,"Wheat, soft white",
0.65,keep,other,19,sr28,11947,"Pickles, cucumber, dill, reduced sodium",
0.65,keep,other,27,sr28,22973,"Corn dogs, frozen, prepared",
0.65,keep,other,19,sr28,20317,"Corn flour, yellow, masa, enriched",
0.65,keep,other,25,fdc_sr_legacy,169414,"Seeds, flaxseed",
0.65,keep,other,13,sr28,21140,"Side dishes, potato salad",
0.65,keep,other,10,sr28,14636,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",
0.65,keep,other,10,sr28,20086,"Wheat flour, white, tortilla mix, enriched",
0.65,keep,other,13,sr28,2007,"Spices, celery seed",
0.65,keep,other,16,fdc_foundation,1750354,"Tomato, roma",
0.65,keep,other,7,sr28,14462,"Beverages, Propel Zero, fruit-flavored, non-carbonated",
0.65,keep,other,16,fdc_foundation,1104867,"Flour, rice, glutinous",
0.65,keep,other,10,fdc_foundation,747433,"Beans, Dry, Brown (0% moisture)",
0.65,keep,other,27,fdc_sr_legacy,172110,"Chili with beans, microwavable bowls",
0.65,keep,other,11,fdc_foundation,747443,"Beans, Dry, Small Red (0% moisture)",
0.65,keep,other,21,sr28,20624,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",
0.65,keep,other,21,fdc_sr_legacy,172018,"Wheat flour, white (industrial), 10% protein, bleached, enriched",
0.65,keep,other,12,fdc_foundation,2644284,"Blackeye pea, dry",
0.65,keep,other,26,sr28,32018,"Spanish rice mix, dry mix, unprepared",
0.65,keep,other,5,sr28,14647,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",
0.65,keep,other,5,sr28,18042,"Bread, pita, whole-wheat",
0.65,keep,other,11,fdc_foundation,335419,"Beans, Dry, Navy (0% moisture)",
0.65,keep,other,7,sr28,9530,"Fruit juice smoothie, ODWALLA, strawberry banana",
0.65,keep,other,24,sr28,32003,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",
0.65,keep,other,18,fdc_foundation,790018,"Flour, wheat, all-purpose, unenriched, unbleached",
0.65,keep,other,17,sr28,20381,"Wheat flour, white, all-purpose, enriched, calcium-fortified",
0.65,keep,other,19,fdc_foundation,2512376,"Flour, barley",
0.65,keep,other,20,fdc_sr_legacy,167525,"Tostada shells, corn",
0.65,keep,other,20,sr28,11092,"Broccoli, frozen, chopped, unprepared",
0.65,keep,other,11,sr28,20014,"Corn grain, yellow",
0.65,keep,other,22,fdc_foundation,335240,"Bread, whole-wheat, commercially prepared",
0.65,keep,other,18,fdc_foundation,1750352,"Spinach, baby",
0.65,keep,other,20,fdc_foundation,2261421,"Flour, oat, whole grain",
0.65,keep,other,11,fdc_foundation,747435,"Beans, Dry, Light Tan (0% moisture)",
0.65,keep,other,15,fdc_foundation,2003590,"Apple juice, with added vitamin C, from concentrate, shelf stable",
0.65,keep,other,20,fdc_foundation,324653,"Pickles, cucumber, dill or kosher dill",
0.65,keep,other,21,sr28,20081,"Wheat flour, white, all-purpose, enriched, bleached",
0.65,keep,other,22,fdc_sr_legacy,172023,Millet flour,
0.65,keep,other,19,fdc_foundation,1999632,"Spinach, baby",
0.65,keep,other,18,sr28,20087,"Wheat, sprouted",
0.65,keep,other,20,sr28,20653,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry",
0.65,keep,other,11,sr28,12006,"Seeds, chia seeds, dried",
0.65,keep,other,22,fdc_sr_legacy,168942,"Wheat flour, white (industrial), 13% protein, bleached, enriched",
0.65,keep,other,23,fdc_sr_legacy,168893,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",
0.65,keep,other,20,fdc_foundation,2261422,"Flour, potato",
0.65,keep,other,4,sr28,19349,"Syrups, corn, dark",
0.65,keep,other,11,fdc_sr_legacy,170554,"Seeds, chia seeds, dried",
0.65,keep,other,11,fdc_foundation,335912,"Beans, Dry, Black (0% moisture)",
0.65,keep,other,11,fdc_foundation,747431,"Beans, Dry, Red (0% moisture)",
0.65,keep,other,24,sr28,20080,"Wheat flour, whole-grain",
0.65,keep,other,11,fdc_foundation,2644281,"Beans, cannellini, dry",
0.9,keep,raw,19,sr28,11740,"Broccoli, flower clusters, raw",+raw
0.9,keep,raw,25,fdc_sr_legacy,172428,"Peas, green, split, mature seeds, raw",+raw
0.9,keep,raw,17,sr28,16085,"Peas, green, split, mature seeds, raw",+raw
0.9,keep,raw,14,fdc_sr_legacy,169225,"Cucumber, peeled, raw",+raw
0.9,keep,raw,14,fdc_foundation,2685572,"Cabbage, bok choy, raw",+raw
0.9,keep,raw,23,sr28,11251,"Lettuce, cos or romaine, raw",+raw
0.9,keep,raw,14,fdc_foundation,2727584,"Leeks, bulb and greens, root removed, raw",+raw
0.9,keep,raw,4,sr28,16042,"Beans, pinto, mature seeds, raw",+raw
0.9,keep,raw,23,sr28,11257,"Lettuce, red leaf, raw",+raw
0.9,keep,raw,20,sr28,16101,"Pigeon peas (red gram), mature seeds, raw",+raw
0.9,keep,raw,17,fdc_foundation,2710838,"Rice, red, unenriched, dry, raw",+raw
0.9,keep,raw,19,sr28,11143,"Celery, raw",+raw
0.9,keep,raw,21,sr28,11167,"Corn, sweet, yellow, raw",+raw
0.9,keep,raw,12,sr28,20031,"Millet, raw",+raw
0.9,keep,raw,22,fdc_sr_legacy,175199,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",+raw
0.9,keep,raw,23,sr28,11253,"Lettuce, green leaf, raw",+raw
0.9,keep,raw,14,fdc_foundation,2727583,"Cabbage, napa, leaf, destemmed, raw",+raw
0.9,keep,raw,2,fdc_sr_legacy,168462,"Spinach, raw",+raw
0.9,keep,raw,17,sr28,11900,"Corn, sweet, white, raw",+raw
0.9,keep,raw,21,fdc_sr_legacy,169977,"Cabbage, red, raw",+raw
0.9,keep,raw,19,sr28,11252,"Lettuce, iceberg (includes crisphead types), raw",+raw
0.9,keep,raw,16,fdc_foundation,2710825,"Rice, black, unenriched, raw",+raw
0.9,keep,raw,17,sr28,20444,"Rice, white, long-grain, regular, raw, unenriched",+raw
0.9,keep,raw,10,sr28,20040,"Rice, brown, medium-grain, raw",+raw
0.9,keep,raw,17,sr28,11304,"Peas, green, raw",+raw
0.9,keep,raw,1,sr28,11205,"Cucumber, with peel, raw",+raw
0.9,keep,raw,16,sr28,11149,"Chayote, fruit, raw",+raw
0.9,keep,raw,23,fdc_sr_legacy,169248,"Lettuce, iceberg (includes crisphead types), raw",+raw
0.9,keep,raw,16,fdc_foundation,2346389,"Lettuce, romaine, green, raw",+raw
0.9,keep,raw,19,sr28,16056,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",+raw
0.9,keep,raw,23,fdc_sr_legacy,170381,"Broccoli raab, raw",+raw
0.9,keep,raw,5,fdc_sr_legacy,169303,"Sweet potato leaves, raw",+raw
0.9,keep,raw,20,fdc_sr_legacy,169961,"Beans, snap, green, raw",+raw
0.9,keep,raw,19,sr28,16024,"Beans, great northern, mature seeds, raw",+raw
0.9,keep,raw,11,fdc_sr_legacy,169256,"Mustard greens, raw",+raw
0.9,keep,raw,18,fdc_foundation,2512380,"Rice, brown, long grain, unenriched, raw",+raw
0.9,keep,raw,19,fdc_sr_legacy,170487,"Squash, summer, all varieties, raw",+raw
0.9,keep,raw,11,sr28,11270,"Mustard greens, raw",+raw
0.9,keep,raw,3,sr28,9231,"Passion-fruit, (granadilla), purple, raw",+raw
0.9,keep,raw,11,sr28,20050,"Rice, white, medium-grain, raw, enriched",+raw
0.9,keep,raw,16,fdc_foundation,2346400,"Beans, snap, green, raw",+raw
0.9,keep,raw,19,sr28,16045,"Beans, small white, mature seeds, raw",+raw
0.9,keep,raw,17,sr28,11643,"Squash, winter, all varieties, raw",+raw
0.9,keep,raw,20,fdc_sr_legacy,169986,"Cauliflower, raw",+raw
0.9,keep,raw,20,fdc_foundation,323505,"Kale, raw",+raw
0.9,keep,raw,21,fdc_sr_legacy,168429,"Lettuce, butterhead (includes boston and bibb types), raw",+raw
0.9,keep,raw,23,fdc_sr_legacy,169988,"Celery, raw",+raw
0.9,keep,raw,19,sr28,11477,"Squash, summer, zucchini, includes skin, raw",+raw
0.9,keep,raw,15,fdc_foundation,2747660,"Peppers, banana or Hungarian wax, seeded, raw",+raw
0.9,keep,raw,19,sr28,11043,"Mung beans, mature seeds, sprouted, raw",+raw
0.9,keep,raw,16,fdc_foundation,2346390,"Lettuce, leaf, red, raw",+raw
0.9,keep,raw,11,sr28,16049,"Beans, white, mature seeds, raw",+raw
0.9,keep,raw,13,fdc_foundation,2346406,"Cucumber, with peel, raw",+raw
0.9,keep,raw,19,sr28,11316,"Peas, mature seeds, sprouted, raw",+raw
0.9,keep,raw,13,fdc_foundation,2727585,"Green onion, (scallion), bulb and greens, root removed, raw",+raw
0.9,keep,raw,16,sr28,16071,"Lima beans, large, mature seeds, raw",+raw
0.9,keep,raw,20,sr28,11965,"Cauliflower, green, raw",+raw
0.9,keep,raw,2,fdc_sr_legacy,170061,"Turnip greens, raw",+raw
0.9,keep,raw,9,sr28,11086,"Beet greens, raw",+raw
0.9,keep,raw,11,fdc_sr_legacy,173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",+raw
0.9,keep,raw,2,sr28,11485,"Squash, winter, butternut, raw",+raw
0.9,keep,raw,20,sr28,11052,"Beans, snap, green, raw",+raw
0.9,keep,raw,21,sr28,11112,"Cabbage, red, raw",+raw
0.9,keep,raw,5,sr28,11505,"Sweet potato leaves, raw",+raw
0.9,keep,raw,19,fdc_sr_legacy,169998,"Corn, sweet, yellow, raw",+raw
0.9,keep,raw,7,sr28,20450,"Rice, white, medium-grain, raw, unenriched",+raw
0.9,keep,raw,14,sr28,16135,"Winged beans, mature seeds, raw",+raw
0.9,keep,raw,18,sr28,11135,"Cauliflower, raw",+raw
0.9,keep,raw,11,sr28,11119,"Cabbage, chinese (pe-tsai), raw",+raw
0.9,keep,raw,22,fdc_sr_legacy,169376,"Mushroom, white, exposed to ultraviolet light, raw",+raw
0.9,keep,raw,4,sr28,11482,"Squash, winter, acorn, raw",+raw
0.9,keep,raw,20,sr28,11457,"Spinach, raw",+raw
0.9,keep,raw,18,fdc_sr_legacy,173745,"Beans, navy, mature seeds, raw",+raw
0.9,keep,raw,4,sr28,11568,"Turnip greens, raw",+raw
0.9,keep,raw,13,fdc_foundation,2685571,"Squash, winter, acorn, raw",+raw
0.9,keep,raw,13,fdc_foundation,2346408,"Cabbage, red, raw",+raw
0.9,keep,raw,33,fdc_foundation,327923,"Lettuce, cos or romaine, raw",+raw
0.9,keep,raw,2,sr28,16037,"Beans, navy, mature seeds, raw",+raw
0.9,keep,raw,8,sr28,11595,"Winged beans, immature seeds, raw",+raw
0.9,keep,raw,19,sr28,11741,"Broccoli, stalks, raw",+raw
0.9,keep,raw,14,fdc_foundation,2685573,"Cauliflower, raw",+raw
0.9,keep,raw,18,sr28,11749,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",+raw
0.9,keep,raw,30,sr28,11090,"Broccoli, raw",+raw
0.9,keep,raw,20,fdc_sr_legacy,168464,"Squash, summer, crookneck and straightneck, raw",+raw
0.9,keep,raw,10,sr28,16067,"Hyacinth beans, mature seeds, raw",+raw
0.9,keep,raw,9,fdc_sr_legacy,170375,"Beet greens, raw",+raw
0.9,keep,raw,4,sr28,11938,"Mushroom, white, exposed to ultraviolet light, raw",+raw
0.9,keep,raw,1,sr28,16016,"Beans, black turtle, mature seeds, raw",+raw
0.9,keep,raw,20,fdc_sr_legacy,169389,"Cauliflower, green, raw",+raw
0.9,keep,raw,21,fdc_sr_legacy,168421,"Kale, raw",+raw
0.9,keep,raw,13,fdc_foundation,2685569,"Squash, summer, yellow, includes skin, raw",+raw
0.9,keep,raw,4,sr28,11669,"Seaweed, wakame, raw",+raw
0.9,keep,raw,9,sr28,11445,"Seaweed, kelp, raw",+raw
0.9,keep,raw,2,fdc_sr_legacy,168409,"Cucumber, with peel, raw",+raw
0.9,keep,raw,6,sr28,16133,"Yardlong beans, mature seeds, raw",+raw
0.9,keep,raw,19,sr28,16019,"Beans, cranberry (roman), mature seeds, raw",+raw
0.9,keep,raw,17,fdc_foundation,2747653,"Beet greens, raw",+raw
0.9,keep,raw,16,sr28,11722,"Beans, snap, yellow, raw",+raw
0.9,keep,raw,17,fdc_foundation,2710835,"Corn flour, masa harina, white or yellow, dry, raw",+raw
0.9,keep,raw,19,sr28,20033,"Oat bran, raw",+raw
0.9,keep,raw,19,sr28,16040,"Beans, pink, mature seeds, raw",+raw
0.9,keep,raw,17,sr28,11206,"Cucumber, peeled, raw",+raw
0.9,keep,raw,17,fdc_sr_legacy,170489,"Squash, winter, all varieties, raw",+raw
0.9,keep,raw,20,sr28,11109,"Cabbage, raw",+raw
0.9,keep,raw,16,fdc_foundation,2346388,"Lettuce, iceberg, raw",+raw
0.9,keep,raw,3,sr28,11442,"Seaweed, agar, raw",+raw
0.9,keep,raw,21,fdc_sr_legacy,168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",+raw
0.9,keep,raw,37,fdc_sr_legacy,170379,"Broccoli, raw",+raw
0.9,keep,raw,19,sr28,20088,"Wild rice, raw",+raw
0.9,keep,raw,18,sr28,11750,"Cabbage, common (danish, domestic, and pointed types), stored, raw",+raw
0.9,keep,raw,19,sr28,16074,"Lima beans, thin seeded (baby), mature seeds, raw",+raw
0.9,keep,raw,6,sr28,11446,"Seaweed, laver, raw",+raw
0.9,keep,raw,19,sr28,20005,"Barley, pearled, raw",+raw
0.9,keep,raw,13,fdc_foundation,2685570,"Squash, winter, butternut, raw",+raw
0.9,keep,raw,13,fdc_foundation,2685568,"Squash, summer, green, zucchini, includes skin, raw",+raw
0.9,keep,raw,7,sr28,20452,"Rice, white, short-grain, raw, unenriched",+raw
0.9,keep,raw,36,fdc_foundation,321900,"Broccoli, raw",+raw
0.9,keep,raw,17,fdc_foundation,2710821,"Wild rice, dry, raw",+raw
0.9,keep,raw,22,fdc_sr_legacy,169703,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",+raw
0.9,keep,raw,18,sr28,16083,"Mungo beans, mature seeds, raw",+raw
0.9,keep,raw,19,sr28,11739,"Broccoli, leaves, raw",+raw
0.9,keep,raw,18,fdc_foundation,2512381,"Rice, white, long grain, unenriched, raw",+raw
0.9,keep,raw,20,sr28,11467,"Squash, summer, crookneck and straightneck, raw",+raw
0.9,keep,raw,3,sr28,11444,"Seaweed, irishmoss, raw",+raw
0.9,keep,raw,22,fdc_sr_legacy,169247,"Lettuce, cos or romaine, raw",+raw
0.9,keep,raw,13,fdc_foundation,2346407,"Cabbage, green, raw",+raw
0.9,keep,raw,23,sr28,11250,"Lettuce, butterhead (includes boston and bibb types), raw",+raw
0.9,keep,raw,11,sr28,11233,"Kale, raw",+raw
0.9,keep,raw,17,fdc_foundation,2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",+raw
0.9,keep,raw,36,fdc_foundation,747447,"Broccoli, raw",+raw
0.9,keep,raw,16,fdc_foundation,2346391,"Lettuce, leaf, green, raw",+raw
0.9,keep,raw,33,fdc_foundation,746769,"Lettuce, cos or romaine, raw",+raw
0.9,keep,raw,6,sr28,16052,"Broadbeans (fava beans), mature seeds, raw",+raw
0.9,keep,raw,1,sr28,11199,"Yardlong bean, raw",+raw
0.9,keep,raw,18,sr28,16014,"Beans, black, mature seeds, raw",+raw
0.9,keep,raw,19,sr28,16080,"Mung beans, mature seeds, raw",+raw
0.9,keep,raw,13,fdc_foundation,2515380,"Seeds, pumpkin seeds (pepitas), raw",+raw
0.9,keep,raw,19,sr28,11641,"Squash, summer, all varieties, raw",+raw
0.9,keep,raw,23,fdc_sr_legacy,168431,"Lettuce, red leaf, raw",+raw
0.9,keep,raw,21,sr28,11507,"Sweet potato, raw, unprepared",+raw
0.9,keep,raw,11,fdc_foundation,2346405,"Celery, raw",+raw
0.9,keep,raw,7,sr28,11666,"Seaweed, spirulina, raw",+raw
0.9,keep,raw,15,fdc_foundation,2710819,"Chia seeds, dry, raw",+raw
0.9,keep,raw,23,fdc_sr_legacy,169249,"Lettuce, green leaf, raw",+raw
0.9,keep,raw,23,sr28,11096,"Broccoli raab, raw",+raw
0.9,keep,raw,23,sr28,20036,"Rice, brown, long-grain, raw",+raw
0.9,keep,raw,19,sr28,20044,"Rice, white, long-grain, regular, raw, enriched",+raw
0.9,keep,raw,6,sr28,11031,"Lima beans, immature seeds, raw",+raw
0.9,keep,raw,20,fdc_sr_legacy,169291,"Squash, summer, zucchini, includes skin, raw",+raw
0.9,keep,raw,21,fdc_sr_legacy,169975,"Cabbage, raw",+raw
